===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
423,,423,2020-01-18 14:00:00,8919.97,8963.99,8910.0,8922.59,1907.57,,SMACross,423,737442.5833333334,Broker,423,19967.55445486822,9979.827749983342,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2020-01-18 15:00:00,8922.59,8950.0,8869.98,8903.26,2486.26,,SMACross,424,737442.625,Broker,424,19967.55445486822,10001.465274200573,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,,425,2020-01-18 16:00:00,8903.26,8935.17,8848.8,8883.26,2303.85,,SMACross,425,737442.6666666666,Broker,425,19967.55445486822,10023.852779857305,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,,426,2020-01-18 17:00:00,8883.26,8914.44,8872.15,8904.96,1106.36,,SMACross,426,737442.7083333334,Broker,426,19967.55445486822,9999.562336219751,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2020-01-18 18:00:00,8904.96,8909.96,8875.85,8886.79,966.25,,SMACross,427,737442.75,Broker,427,19967.55445486822,10019.901385108891,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,,428,2020-01-18 19:00:00,8886.79,8916.98,8875.0,8907.93,834.59,,SMACross,428,737442.7916666666,Broker,428,52.35300921004273,10023.669672448535,BuySell,428,8741.875,,Trades - Net Profit/Loss,428,,-19.559829367253347
429,,429,2020-01-18 20:00:00,8907.93,8920.0,8889.0,8907.58,857.9,,SMACross,429,737442.8333333334,Broker,429,52.35300921004273,10023.277891099542,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2020-01-18 21:00:00,8907.58,8929.31,8899.0,8920.27,689.5,,SMACross,430,737442.875,Broker,430,52.35300921004273,10037.48276343874,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2020-01-18 22:00:00,8920.27,8955.0,8918.01,8954.26,1108.74,,SMACross,431,737442.9166666666,Broker,431,52.35300921004273,10075.530329302355,BuySell,431,,,Trades - Net Profit/Loss,431,,
432,,432,2020-01-18 23:00:00,8954.26,8960.0,8912.27,8915.96,1355.78,,SMACross,432,737442.9583333334,Broker,432,52.35300921004273,10032.658255969713,BuySell,432,,,Trades - Net Profit/Loss,432,,
433,,433,2020-01-19 00:00:00,8915.96,8979.59,8888.02,8972.78,2049.36,,SMACross,433,737443.0,Broker,433,52.35300921004273,10096.261159540489,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,,434,2020-01-19 01:00:00,8972.78,9174.78,8972.78,9146.02,7186.63,,SMACross,434,737443.0416666666,Broker,434,52.35300921004273,10290.181733539099,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,,435,2020-01-19 02:00:00,9146.02,9180.22,9123.63,9156.54,2559.96,,SMACross,435,737443.0833333334,Broker,435,52.35300921004273,10301.95756151454,BuySell,435,,,Trades - Net Profit/Loss,435,,
436,,436,2020-01-19 03:00:00,9156.54,9198.98,9143.01,9157.61,1835.87,,SMACross,436,737443.125,Broker,436,52.35300921004273,10303.155293067175,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,,437,2020-01-19 04:00:00,9157.61,9165.0,9122.77,9149.0,1312.58,,SMACross,437,737443.1666666666,Broker,437,52.35300921004273,10293.51747188195,BuySell,437,,,Trades - Net Profit/Loss,437,,
438,,438,2020-01-19 05:00:00,9149.0,9156.79,9112.0,9131.14,1286.55,,SMACross,438,737443.2083333334,Broker,438,52.35300921004273,10273.52542933049,BuySell,438,,,Trades - Net Profit/Loss,438,,
439,,439,2020-01-19 06:00:00,9131.14,9147.56,9050.0,9073.12,2056.97,,SMACross,439,737443.25,Broker,439,52.35300921004273,10208.579275420312,BuySell,439,,,Trades - Net Profit/Loss,439,,
440,,440,2020-01-19 07:00:00,9073.12,9091.59,9041.0,9084.36,1868.03,,SMACross,440,737443.2916666666,Broker,440,52.35300921004273,10221.161053599395,BuySell,440,,,Trades - Net Profit/Loss,440,,
441,,441,2020-01-19 08:00:00,9084.36,9115.24,9070.54,9103.17,1348.07,,SMACross,441,737443.3333333334,Broker,441,52.35300921004273,10242.216502669551,BuySell,441,,,Trades - Net Profit/Loss,441,,
442,,442,2020-01-19 09:00:00,9103.17,9127.36,9052.0,9061.03,1295.17,,SMACross,442,737443.375,Broker,442,52.35300921004273,10195.046028250817,BuySell,442,,,Trades - Net Profit/Loss,442,,
443,,443,2020-01-19 10:00:00,9061.03,9079.44,9031.52,9038.69,1308.06,,SMACross,443,737443.4166666666,Broker,443,52.35300921004273,10170.039184432248,BuySell,443,,,Trades - Net Profit/Loss,443,,
444,,444,2020-01-19 11:00:00,9038.69,9038.91,8524.2,8681.44,13982.15,,SMACross,444,737443.4583333334,Broker,444,52.35300921004273,9770.14236463888,BuySell,444,,,Trades - Net Profit/Loss,444,,
445,,445,2020-01-19 12:00:00,8681.44,8684.76,8562.0,8628.02,3905.79,,SMACross,445,737443.5,Broker,445,52.35300921004273,9710.345337029748,BuySell,445,,,Trades - Net Profit/Loss,445,,
446,,446,2020-01-19 13:00:00,8628.02,8642.0,8559.02,8629.0,2321.42,,SMACross,446,737443.5416666666,Broker,446,52.35300921004273,9711.442324806927,BuySell,446,,,Trades - Net Profit/Loss,446,,
447,,447,2020-01-19 14:00:00,8629.0,8657.61,8610.0,8617.1,1820.11,,SMACross,447,737443.5833333334,Broker,447,19351.21346177262,9705.44471204149,BuySell,447,,8787.47415,Trades - Net Profit/Loss,447,,-308.1704965478002
448,,448,2020-01-19 15:00:00,8617.1,8648.0,8593.18,8631.95,1529.38,,SMACross,448,737443.625,Broker,448,19351.21346177262,9688.821989091366,BuySell,448,,,Trades - Net Profit/Loss,448,,
449,,449,2020-01-19 16:00:00,8631.95,8676.05,8610.0,8644.84,1660.16,,SMACross,449,737443.6666666666,Broker,449,19351.21346177262,9674.393241695603,BuySell,449,,,Trades - Net Profit/Loss,449,,
450,,450,2020-01-19 17:00:00,8644.84,8666.6,8618.88,8658.74,1152.81,,SMACross,450,737443.7083333334,Broker,450,19351.21346177262,9658.833925264174,BuySell,450,,,Trades - Net Profit/Loss,450,,
451,,451,2020-01-19 18:00:00,8658.74,8661.68,8626.36,8650.82,866.91,,SMACross,451,737443.75,Broker,451,19351.21346177262,9667.69937750424,BuySell,451,,,Trades - Net Profit/Loss,451,,
452,,452,2020-01-19 19:00:00,8650.82,8656.03,8626.0,8645.57,729.47,,SMACross,452,737443.7916666666,Broker,452,19351.21346177262,9673.576097739133,BuySell,452,,,Trades - Net Profit/Loss,452,,
453,,453,2020-01-19 20:00:00,8645.57,8657.96,8632.82,8647.63,938.73,,SMACross,453,737443.8333333334,Broker,453,19351.21346177262,9671.270184656489,BuySell,453,,,Trades - Net Profit/Loss,453,,
454,,454,2020-01-19 21:00:00,8647.63,8758.84,8641.99,8722.13,2994.52,,SMACross,454,737443.875,Broker,454,19351.21346177262,9587.876726085164,BuySell,454,,,Trades - Net Profit/Loss,454,,
455,,455,2020-01-19 22:00:00,8722.13,8752.0,8466.0,8643.47,5399.87,,SMACross,455,737443.9166666666,Broker,455,19351.21346177262,9675.92678583309,BuySell,455,,,Trades - Net Profit/Loss,455,,
456,,456,2020-01-19 23:00:00,8643.47,8723.45,8620.0,8701.7,1641.25,,SMACross,456,737443.9583333334,Broker,456,19351.21346177262,9610.745563113514,BuySell,456,,,Trades - Net Profit/Loss,456,,
457,,457,2020-01-20 00:00:00,8701.7,8735.84,8640.49,8665.21,2337.28,,SMACross,457,737444.0,Broker,457,19351.21346177262,9651.591567184223,BuySell,457,,,Trades - Net Profit/Loss,457,,
458,,458,2020-01-20 01:00:00,8665.21,8696.19,8635.97,8650.49,1027.51,,SMACross,458,737444.0416666666,Broker,458,19351.21346177262,9668.068771347576,BuySell,458,,,Trades - Net Profit/Loss,458,,
459,,459,2020-01-20 02:00:00,8650.49,8674.81,8627.94,8658.23,1145.49,,SMACross,459,737444.0833333334,Broker,459,19351.21346177262,9659.404806658422,BuySell,459,,,Trades - Net Profit/Loss,459,,
460,,460,2020-01-20 03:00:00,8658.23,8670.0,8638.23,8667.56,712.57,,SMACross,460,737444.125,Broker,460,19351.21346177262,9648.961035269556,BuySell,460,,,Trades - Net Profit/Loss,460,,
461,,461,2020-01-20 04:00:00,8667.56,8689.93,8632.76,8641.42,1027.32,,SMACross,461,737444.1666666666,Broker,461,19351.21346177262,9678.221505162903,BuySell,461,,,Trades - Net Profit/Loss,461,,
462,,462,2020-01-20 05:00:00,8641.42,8685.0,8640.46,8674.21,849.44,,SMACross,462,737444.2083333334,Broker,462,19351.21346177262,9641.517189638693,BuySell,462,,,Trades - Net Profit/Loss,462,,
463,,463,2020-01-20 06:00:00,8674.21,8686.0,8662.06,8684.07,749.35,,SMACross,463,737444.25,Broker,463,19351.21346177262,9630.480149349924,BuySell,463,,,Trades - Net Profit/Loss,463,,
464,,464,2020-01-20 07:00:00,8684.07,8694.0,8650.0,8665.14,1410.55,,SMACross,464,737444.2916666666,Broker,464,9620.759416037501,9620.759416037501,BuySell,464,8520.25,,Trades - Net Profit/Loss,464,,-81.02381945382994
465,,465,2020-01-20 08:00:00,8665.14,8682.92,8595.0,8640.8,1848.54,,SMACross,465,737444.3333333334,Broker,465,9620.759416037501,9620.759416037501,BuySell,465,,,Trades - Net Profit/Loss,465,,
466,,466,2020-01-20 09:00:00,8640.8,8673.0,8640.8,8660.9,1150.43,,SMACross,466,737444.375,Broker,466,9620.759416037501,9620.759416037501,BuySell,466,,,Trades - Net Profit/Loss,466,,
467,,467,2020-01-20 10:00:00,8660.9,8670.79,8634.43,8653.65,1439.69,,SMACross,467,737444.4166666666,Broker,467,9620.759416037501,9620.759416037501,BuySell,467,,,Trades - Net Profit/Loss,467,,
468,,468,2020-01-20 11:00:00,8653.65,8663.17,8603.97,8615.25,1692.12,,SMACross,468,737444.4583333334,Broker,468,9620.759416037501,9620.759416037501,BuySell,468,,,Trades - Net Profit/Loss,468,,
469,,469,2020-01-20 12:00:00,8615.25,8640.0,8545.0,8583.09,2863.64,,SMACross,469,737444.5,Broker,469,9620.759416037501,9620.759416037501,BuySell,469,,,Trades - Net Profit/Loss,469,,
470,,470,2020-01-20 13:00:00,8583.09,8643.98,8521.28,8606.61,3229.57,,SMACross,470,737444.5416666666,Broker,470,9620.759416037501,9620.759416037501,BuySell,470,,,Trades - Net Profit/Loss,470,,
471,,471,2020-01-20 14:00:00,8606.61,8670.0,8588.13,8660.56,2540.53,,SMACross,471,737444.5833333334,Broker,471,9620.759416037501,9620.759416037501,BuySell,471,,,Trades - Net Profit/Loss,471,,
472,,472,2020-01-20 15:00:00,8660.56,8678.55,8638.3,8675.38,1567.21,,SMACross,472,737444.625,Broker,472,9620.759416037501,9620.759416037501,BuySell,472,,,Trades - Net Profit/Loss,472,,
473,,473,2020-01-20 16:00:00,8675.38,8709.31,8652.39,8668.51,1989.3,,SMACross,473,737444.6666666666,Broker,473,9620.759416037501,9620.759416037501,BuySell,473,,,Trades - Net Profit/Loss,473,,
474,,474,2020-01-20 17:00:00,8668.51,8677.93,8641.71,8641.8,902.45,,SMACross,474,737444.7083333334,Broker,474,9620.759416037501,9620.759416037501,BuySell,474,,,Trades - Net Profit/Loss,474,,
475,,475,2020-01-20 18:00:00,8641.8,8686.04,8640.15,8664.84,1018.94,,SMACross,475,737444.75,Broker,475,9620.759416037501,9620.759416037501,BuySell,475,,,Trades - Net Profit/Loss,475,,
476,,476,2020-01-20 19:00:00,8664.84,8682.15,8660.0,8673.67,781.58,,SMACross,476,737444.7916666666,Broker,476,9620.759416037501,9620.759416037501,BuySell,476,,,Trades - Net Profit/Loss,476,,
477,,477,2020-01-20 20:00:00,8673.67,8678.6,8660.0,8676.07,583.25,,SMACross,477,737444.8333333334,Broker,477,9620.759416037501,9620.759416037501,BuySell,477,,,Trades - Net Profit/Loss,477,,
478,,478,2020-01-20 21:00:00,8676.07,8694.0,8664.16,8692.76,706.97,,SMACross,478,737444.875,Broker,478,9620.759416037501,9620.759416037501,BuySell,478,,,Trades - Net Profit/Loss,478,,
479,,479,2020-01-20 22:00:00,8692.76,8746.99,8645.0,8654.85,2217.67,,SMACross,479,737444.9166666666,Broker,479,9620.759416037501,9620.759416037501,BuySell,479,,,Trades - Net Profit/Loss,479,,
480,,480,2020-01-20 23:00:00,8654.85,8683.24,8616.0,8642.35,2016.49,,SMACross,480,737444.9583333334,Broker,480,86.68304233849905,9597.478773957162,BuySell,480,8486.76,,Trades - Net Profit/Loss,480,,
481,,481,2020-01-21 00:00:00,8642.35,8664.86,8618.0,8644.52,1323.66,,SMACross,481,737445.0,Broker,481,86.68304233849905,9599.86683122603,BuySell,481,,,Trades - Net Profit/Loss,481,,
482,,482,2020-01-21 01:00:00,8644.52,8666.3,8636.81,8656.19,588.97,,SMACross,482,737445.0416666666,Broker,482,86.68304233849905,9612.709517091333,BuySell,482,,,Trades - Net Profit/Loss,482,,
483,,483,2020-01-21 02:00:00,8656.19,8678.0,8648.0,8665.66,688.22,,SMACross,483,737445.0833333334,Broker,483,86.68304233849905,9623.131131071144,BuySell,483,,,Trades - Net Profit/Loss,483,,
484,,484,2020-01-21 03:00:00,8665.66,8683.0,8658.14,8674.1,661.1,,SMACross,484,737445.125,Broker,484,86.68304233849905,9632.419243213659,BuySell,484,,,Trades - Net Profit/Loss,484,,
485,,485,2020-01-21 04:00:00,8674.1,8699.84,8669.72,8670.83,793.1,,SMACross,485,737445.1666666666,Broker,485,86.68304233849905,9628.820650002044,BuySell,485,,,Trades - Net Profit/Loss,485,,
486,,486,2020-01-21 05:00:00,8670.83,8680.56,8643.58,8660.09,769.48,,SMACross,486,737445.2083333334,Broker,486,86.68304233849905,9617.001417251973,BuySell,486,,,Trades - Net Profit/Loss,486,,
487,,487,2020-01-21 06:00:00,8660.09,8669.48,8632.05,8649.34,933.27,,SMACross,487,737445.25,Broker,487,86.68304233849905,9605.171179629695,BuySell,487,,,Trades - Net Profit/Loss,487,,
488,,488,2020-01-21 07:00:00,8649.34,8657.51,8623.64,8634.7,1003.53,,SMACross,488,737445.2916666666,Broker,488,86.68304233849905,9589.060046718983,BuySell,488,,,Trades - Net Profit/Loss,488,,
489,,489,2020-01-21 08:00:00,8634.7,8670.0,8613.8,8658.59,1395.13,,SMACross,489,737445.3333333334,Broker,489,86.68304233849905,9615.350686420958,BuySell,489,,,Trades - Net Profit/Loss,489,,
490,,490,2020-01-21 09:00:00,8658.59,8666.78,8625.76,8630.21,1027.26,,SMACross,490,737445.375,Broker,490,19124.960995215253,9627.525178455613,BuySell,490,,8796.7817,Trades - Net Profit/Loss,490,,-14.9373972606275
491,,491,2020-01-21 10:00:00,8630.21,8670.0,8602.8,8659.23,1629.86,,SMACross,491,737445.4166666666,Broker,491,19124.960995215253,9595.589039311562,BuySell,491,,,Trades - Net Profit/Loss,491,,
492,,492,2020-01-21 11:00:00,8659.23,8677.12,8641.18,8656.76,1257.23,,SMACross,492,737445.4583333334,Broker,492,19124.960995215253,9598.307242746634,BuySell,492,,,Trades - Net Profit/Loss,492,,
493,,493,2020-01-21 12:00:00,8656.76,8666.66,8634.62,8661.04,930.76,,SMACross,493,737445.5,Broker,493,19124.960995215253,9593.597157442136,BuySell,493,,,Trades - Net Profit/Loss,493,,
494,,494,2020-01-21 13:00:00,8661.04,8668.01,8644.41,8662.35,837.83,,SMACross,494,737445.5416666666,Broker,494,19124.960995215253,9592.15551918305,BuySell,494,,,Trades - Net Profit/Loss,494,,
495,,495,2020-01-21 14:00:00,8662.35,8663.42,8648.93,8654.86,1052.0,,SMACross,495,737445.5833333334,Broker,495,19124.960995215253,9600.398168465921,BuySell,495,,,Trades - Net Profit/Loss,495,,
496,,496,2020-01-21 15:00:00,8654.86,8676.95,8641.0,8645.06,1354.1,,SMACross,496,737445.625,Broker,496,19124.960995215253,9611.182943228558,BuySell,496,,,Trades - Net Profit/Loss,496,,
497,,497,2020-01-21 16:00:00,8645.06,8663.47,8621.52,8644.48,1455.6,,SMACross,497,737445.6666666666,Broker,497,19124.960995215253,9611.82122581655,BuySell,497,,,Trades - Net Profit/Loss,497,,
498,,498,2020-01-21 17:00:00,8644.48,8653.5,8626.48,8648.5,913.4,,SMACross,498,737445.7083333334,Broker,498,19124.960995215253,9607.397267189428,BuySell,498,,,Trades - Net Profit/Loss,498,,
499,,499,2020-01-21 18:00:00,8648.5,8650.0,8620.0,8634.05,759.04,,SMACross,499,737445.75,Broker,499,19124.960995215253,9623.299307528212,BuySell,499,,,Trades - Net Profit/Loss,499,,
500,,500,2020-01-21 19:00:00,8634.05,8644.02,8488.0,8531.86,3292.52,,SMACross,500,737445.7916666666,Broker,500,19124.960995215253,9735.758096609203,BuySell,500,,,Trades - Net Profit/Loss,500,,
501,,501,2020-01-21 20:00:00,8531.86,8720.0,8529.11,8718.71,4817.39,,SMACross,501,737445.8333333334,Broker,501,19124.960995215253,9530.13205942569,BuySell,501,,,Trades - Net Profit/Loss,501,,
502,,502,2020-01-21 21:00:00,8718.71,8789.0,8716.67,8729.98,3707.32,,SMACross,502,737445.875,Broker,502,19124.960995215253,9517.729568448658,BuySell,502,,,Trades - Net Profit/Loss,502,,
503,,503,2020-01-21 22:00:00,8729.98,8743.16,8682.76,8729.11,1183.53,,SMACross,503,737445.9166666666,Broker,503,19124.960995215253,9518.686992330646,BuySell,503,,,Trades - Net Profit/Loss,503,,
504,,504,2020-01-21 23:00:00,8729.11,8764.98,8726.78,8736.03,917.21,,SMACross,504,737445.9583333334,Broker,504,9509.080718327761,9509.080718327761,BuySell,504,8595.8783,,Trades - Net Profit/Loss,504,,-96.74130044911604
505,,505,2020-01-22 00:00:00,8736.03,8758.08,8722.36,8739.0,950.38,,SMACross,505,737446.0,Broker,505,9509.080718327761,9509.080718327761,BuySell,505,,,Trades - Net Profit/Loss,505,,
506,,506,2020-01-22 01:00:00,8739.0,8743.53,8705.0,8728.77,864.19,,SMACross,506,737446.0416666666,Broker,506,9509.080718327761,9509.080718327761,BuySell,506,,,Trades - Net Profit/Loss,506,,
507,,507,2020-01-22 02:00:00,8728.77,8743.57,8701.0,8719.67,682.8,,SMACross,507,737446.0833333334,Broker,507,9509.080718327761,9509.080718327761,BuySell,507,,,Trades - Net Profit/Loss,507,,
508,,508,2020-01-22 03:00:00,8719.67,8726.58,8708.02,8715.77,420.25,,SMACross,508,737446.125,Broker,508,9509.080718327761,9509.080718327761,BuySell,508,,,Trades - Net Profit/Loss,508,,
509,,509,2020-01-22 04:00:00,8715.77,8743.57,8715.0,8740.0,524.87,,SMACross,509,737446.1666666666,Broker,509,9509.080718327761,9509.080718327761,BuySell,509,,,Trades - Net Profit/Loss,509,,
510,,510,2020-01-22 05:00:00,8740.0,8741.57,8716.0,8719.12,565.2,,SMACross,510,737446.2083333334,Broker,510,9509.080718327761,9509.080718327761,BuySell,510,,,Trades - Net Profit/Loss,510,,
511,,511,2020-01-22 06:00:00,8719.12,8762.61,8717.8,8754.06,763.68,,SMACross,511,737446.25,Broker,511,9509.080718327761,9509.080718327761,BuySell,511,,,Trades - Net Profit/Loss,511,,
512,,512,2020-01-22 07:00:00,8754.06,8818.0,8706.07,8740.27,2645.38,,SMACross,512,737446.2916666666,Broker,512,9509.080718327761,9509.080718327761,BuySell,512,,,Trades - Net Profit/Loss,512,,
513,,513,2020-01-22 08:00:00,8740.27,8746.34,8656.0,8678.69,2831.29,,SMACross,513,737446.3333333334,Broker,513,9509.080718327761,9509.080718327761,BuySell,513,,,Trades - Net Profit/Loss,513,,
514,,514,2020-01-22 09:00:00,8678.69,8688.99,8643.31,8686.28,1532.77,,SMACross,514,737446.375,Broker,514,9509.080718327761,9509.080718327761,BuySell,514,,,Trades - Net Profit/Loss,514,,
515,,515,2020-01-22 10:00:00,8686.28,8686.68,8651.0,8663.36,1197.95,,SMACross,515,737446.4166666666,Broker,515,9509.080718327761,9509.080718327761,BuySell,515,,,Trades - Net Profit/Loss,515,,
516,,516,2020-01-22 11:00:00,8663.36,8670.49,8622.0,8659.87,1597.91,,SMACross,516,737446.4583333334,Broker,516,9509.080718327761,9509.080718327761,BuySell,516,,,Trades - Net Profit/Loss,516,,
517,,517,2020-01-22 12:00:00,8659.87,8681.08,8641.34,8664.5,1102.93,,SMACross,517,737446.5,Broker,517,9509.080718327761,9509.080718327761,BuySell,517,,,Trades - Net Profit/Loss,517,,
518,,518,2020-01-22 13:00:00,8664.5,8669.7,8636.31,8645.0,1099.17,,SMACross,518,737446.5416666666,Broker,518,9509.080718327761,9509.080718327761,BuySell,518,,,Trades - Net Profit/Loss,518,,
519,,519,2020-01-22 14:00:00,8645.0,8675.0,8636.97,8654.24,1353.26,,SMACross,519,737446.5833333334,Broker,519,9509.080718327761,9509.080718327761,BuySell,519,,,Trades - Net Profit/Loss,519,,
520,,520,2020-01-22 15:00:00,8654.24,8669.42,8648.3,8655.37,745.27,,SMACross,520,737446.625,Broker,520,9509.080718327761,9509.080718327761,BuySell,520,,,Trades - Net Profit/Loss,520,,
521,,521,2020-01-22 16:00:00,8655.37,8710.45,8590.0,8686.43,2745.35,,SMACross,521,737446.6666666666,Broker,521,9509.080718327761,9509.080718327761,BuySell,521,,,Trades - Net Profit/Loss,521,,
522,,522,2020-01-22 17:00:00,8686.43,8701.07,8661.47,8692.7,1237.07,,SMACross,522,737446.7083333334,Broker,522,9509.080718327761,9509.080718327761,BuySell,522,,,Trades - Net Profit/Loss,522,,
523,,523,2020-01-22 18:00:00,8692.7,8694.25,8636.72,8669.56,955.98,,SMACross,523,737446.75,Broker,523,9509.080718327761,9509.080718327761,BuySell,523,,,Trades - Net Profit/Loss,523,,
524,,524,2020-01-22 19:00:00,8669.56,8674.38,8640.0,8670.39,737.28,,SMACross,524,737446.7916666666,Broker,524,9509.080718327761,9509.080718327761,BuySell,524,,,Trades - Net Profit/Loss,524,,
525,,525,2020-01-22 20:00:00,8670.39,8674.26,8650.01,8666.32,471.4,,SMACross,525,737446.8333333334,Broker,525,9509.080718327761,9509.080718327761,BuySell,525,,,Trades - Net Profit/Loss,525,,
526,,526,2020-01-22 21:00:00,8666.32,8673.63,8653.45,8661.0,444.19,,SMACross,526,737446.875,Broker,526,9509.080718327761,9509.080718327761,BuySell,526,,,Trades - Net Profit/Loss,526,,
527,,527,2020-01-22 22:00:00,8661.0,8676.34,8645.8,8657.32,412.51,,SMACross,527,737446.9166666666,Broker,527,9509.080718327761,9509.080718327761,BuySell,527,,,Trades - Net Profit/Loss,527,,
528,,528,2020-01-22 23:00:00,8657.32,8686.22,8650.35,8682.36,725.78,,SMACross,528,737446.9583333334,Broker,528,9509.080718327761,9509.080718327761,BuySell,528,,,Trades - Net Profit/Loss,528,,
529,,529,2020-01-23 00:00:00,8682.36,8691.81,8640.0,8662.58,830.92,,SMACross,529,737447.0,Broker,529,9509.080718327761,9509.080718327761,BuySell,529,,,Trades - Net Profit/Loss,529,,
530,,530,2020-01-23 01:00:00,8662.58,8666.47,8593.48,8599.96,1457.18,,SMACross,530,737447.0416666666,Broker,530,9509.080718327761,9509.080718327761,BuySell,530,,,Trades - Net Profit/Loss,530,,
531,,531,2020-01-23 02:00:00,8599.96,8620.0,8568.26,8610.63,1802.98,,SMACross,531,737447.0833333334,Broker,531,9509.080718327761,9509.080718327761,BuySell,531,,,Trades - Net Profit/Loss,531,,
532,,532,2020-01-23 03:00:00,8610.63,8615.77,8587.15,8597.23,1121.48,,SMACross,532,737447.125,Broker,532,9509.080718327761,9509.080718327761,BuySell,532,,,Trades - Net Profit/Loss,532,,
533,,533,2020-01-23 04:00:00,8597.23,8613.38,8577.88,8590.97,593.19,,SMACross,533,737447.1666666666,Broker,533,9509.080718327761,9509.080718327761,BuySell,533,,,Trades - Net Profit/Loss,533,,
534,,534,2020-01-23 05:00:00,8590.97,8591.41,8502.82,8562.88,2887.38,,SMACross,534,737447.2083333334,Broker,534,9509.080718327761,9509.080718327761,BuySell,534,,,Trades - Net Profit/Loss,534,,
535,,535,2020-01-23 06:00:00,8562.88,8573.18,8502.0,8535.16,1467.17,,SMACross,535,737447.25,Broker,535,9509.080718327761,9509.080718327761,BuySell,535,,,Trades - Net Profit/Loss,535,,
536,,536,2020-01-23 07:00:00,8535.16,8604.5,8507.39,8581.75,1791.2,,SMACross,536,737447.2916666666,Broker,536,9509.080718327761,9509.080718327761,BuySell,536,,,Trades - Net Profit/Loss,536,,
537,,537,2020-01-23 08:00:00,8581.75,8624.51,8509.0,8511.0,2545.42,,SMACross,537,737447.3333333334,Broker,537,9509.080718327761,9509.080718327761,BuySell,537,,,Trades - Net Profit/Loss,537,,
538,,538,2020-01-23 09:00:00,8511.0,8518.17,8413.38,8440.84,4442.83,,SMACross,538,737447.375,Broker,538,9509.080718327761,9509.080718327761,BuySell,538,,,Trades - Net Profit/Loss,538,,
539,,539,2020-01-23 10:00:00,8440.84,8459.45,8400.0,8445.0,2490.65,,SMACross,539,737447.4166666666,Broker,539,9509.080718327761,9509.080718327761,BuySell,539,,,Trades - Net Profit/Loss,539,,
540,,540,2020-01-23 11:00:00,8445.0,8475.0,8400.25,8423.0,1720.46,,SMACross,540,737447.4583333334,Broker,540,9509.080718327761,9509.080718327761,BuySell,540,,,Trades - Net Profit/Loss,540,,
541,,541,2020-01-23 12:00:00,8423.0,8488.0,8381.91,8420.48,2943.92,,SMACross,541,737447.5,Broker,541,9509.080718327761,9509.080718327761,BuySell,541,,,Trades - Net Profit/Loss,541,,
542,,542,2020-01-23 13:00:00,8420.48,8421.52,8333.0,8350.0,2628.9,,SMACross,542,737447.5416666666,Broker,542,9509.080718327761,9509.080718327761,BuySell,542,,,Trades - Net Profit/Loss,542,,
543,,543,2020-01-23 14:00:00,8350.0,8388.0,8326.0,8363.0,2125.83,,SMACross,543,737447.5833333334,Broker,543,9509.080718327761,9509.080718327761,BuySell,543,,,Trades - Net Profit/Loss,543,,
544,,544,2020-01-23 15:00:00,8363.0,8400.0,8344.89,8359.42,1670.45,,SMACross,544,737447.625,Broker,544,9509.080718327761,9509.080718327761,BuySell,544,,,Trades - Net Profit/Loss,544,,
545,,545,2020-01-23 16:00:00,8359.42,8371.0,8325.0,8354.71,1831.32,,SMACross,545,737447.6666666666,Broker,545,9509.080718327761,9509.080718327761,BuySell,545,,,Trades - Net Profit/Loss,545,,
546,,546,2020-01-23 17:00:00,8354.71,8380.0,8315.0,8325.75,1542.96,,SMACross,546,737447.7083333334,Broker,546,9509.080718327761,9509.080718327761,BuySell,546,,,Trades - Net Profit/Loss,546,,
547,,547,2020-01-23 18:00:00,8325.75,8358.49,8306.39,8339.46,1468.3,,SMACross,547,737447.75,Broker,547,9509.080718327761,9509.080718327761,BuySell,547,,,Trades - Net Profit/Loss,547,,
548,,548,2020-01-23 19:00:00,8339.46,8380.0,8337.54,8370.98,1085.65,,SMACross,548,737447.7916666666,Broker,548,9509.080718327761,9509.080718327761,BuySell,548,,,Trades - Net Profit/Loss,548,,
549,,549,2020-01-23 20:00:00,8370.98,8379.78,8345.79,8372.39,883.65,,SMACross,549,737447.8333333334,Broker,549,9509.080718327761,9509.080718327761,BuySell,549,,,Trades - Net Profit/Loss,549,,
550,,550,2020-01-23 21:00:00,8372.39,8432.79,8366.62,8395.27,1704.46,,SMACross,550,737447.875,Broker,550,9509.080718327761,9509.080718327761,BuySell,550,,,Trades - Net Profit/Loss,550,,
551,,551,2020-01-23 22:00:00,8395.27,8445.0,8394.0,8402.74,1215.71,,SMACross,551,737447.9166666666,Broker,551,9509.080718327761,9509.080718327761,BuySell,551,,,Trades - Net Profit/Loss,551,,
